#Key,Name,Ref:AccountId:Account,StageName,Amount,CloseDate,Type,GL_Fund_Code__c
CE-OPP-00414,FY2022 Grant - 00414,CE-ACC-00114,Proposal Submitted,20198.98,2022-06-28,Grant,FUND-210-SCHOL
CE-OPP-00415,FY2024 Grant - 00415,CE-ACC-00115,Closed Won,37690.50,2024-01-12,Grant,FUND-320-BLUETECH
CE-OPP-00416,FY2024 Grant - 00416,CE-ACC-00116,Awarded,39434.06,2024-07-08,Grant,FUND-410-CAPITAL
CE-OPP-00417,FY2025 Grant - 00417,CE-ACC-00117,Closed Won,17608.18,2025-11-02,Grant,FUND-100-GEN
CE-OPP-00418,FY2022 Grant - 00418,CE-ACC-00118,Closed Lost,9321.71,2022-05-01,Grant,FUND-210-SCHOL
CE-OPP-00419,FY2024 Grant - 00419,CE-ACC-00119,Closed Won,17848.33,2024-08-09,Grant,FUND-320-BLUETECH
CE-OPP-00420,FY2022 Grant - 00420,CE-ACC-00120,Prospecting,7997.90,2022-08-13,Grant,FUND-410-CAPITAL
CE-OPP-00421,FY2024 Grant - 00421,CE-ACC-00121,Closed Won,19569.22,2024-12-10,Grant,FUND-100-GEN
CE-OPP-00422,FY2025 Grant - 00422,CE-ACC-00122,Closed Won,10051.89,2025-03-23,Grant,FUND-210-SCHOL
CE-OPP-00423,FY2024 Grant - 00423,CE-ACC-00123,Closed Won,9861.91,2024-12-24,Grant,FUND-320-BLUETECH
CE-OPP-00424,FY2025 Grant - 00424,CE-ACC-00124,Closed Lost,7235.08,2025-01-06,Grant,FUND-410-CAPITAL
CE-OPP-00425,FY2023 Grant - 00425,CE-ACC-00125,Proposal Submitted,25260.59,2023-02-05,Grant,FUND-100-GEN
CE-OPP-00426,FY2022 Grant - 00426,CE-ACC-00126,Closed Won,38488.50,2022-11-14,Grant,FUND-210-SCHOL
CE-OPP-00427,FY2024 Grant - 00427,CE-ACC-00127,Closed Won,25180.95,2024-10-27,Grant,FUND-320-BLUETECH
CE-OPP-00428,FY2025 Grant - 00428,CE-ACC-00128,Closed Won,27298.01,2025-10-02,Grant,FUND-410-CAPITAL
CE-OPP-00429,FY2024 Grant - 00429,CE-ACC-00129,Closed Won,10058.48,2024-11-14,Grant,FUND-100-GEN
CE-OPP-00430,FY2024 Grant - 00430,CE-ACC-00130,Prospecting,49644.52,2024-08-21,Grant,FUND-210-SCHOL
CE-OPP-00431,FY2025 Grant - 00431,CE-ACC-00131,Closed Won,6206.13,2025-06-21,Grant,FUND-320-BLUETECH
CE-OPP-00432,FY2025 Grant - 00432,CE-ACC-00132,Closed Won,32202.91,2025-02-18,Grant,FUND-410-CAPITAL
CE-OPP-00433,FY2024 Grant - 00433,CE-ACC-00133,Closed Won,26290.25,2024-03-21,Grant,FUND-100-GEN
CE-OPP-00434,FY2025 Grant - 00434,CE-ACC-00134,Awarded,67919.26,2025-12-22,Grant,FUND-210-SCHOL
CE-OPP-00435,FY2024 Grant - 00435,CE-ACC-00135,Closed Lost,26475.69,2024-10-23,Grant,FUND-320-BLUETECH
CE-OPP-00436,FY2025 Grant - 00436,CE-ACC-00136,Closed Won,27064.67,2025-11-13,Grant,FUND-410-CAPITAL
CE-OPP-00437,FY2024 Grant - 00437,CE-ACC-00137,Awarded,4829.04,2024-04-04,Grant,FUND-100-GEN
CE-OPP-00438,FY2024 Grant - 00438,CE-ACC-00138,Closed Won,3924.27,2024-11-16,Grant,FUND-210-SCHOL
CE-OPP-00439,FY2024 Grant - 00439,CE-ACC-00139,Closed Won,39510.64,2024-09-28,Grant,FUND-320-BLUETECH
CE-OPP-00440,FY2025 Grant - 00440,CE-ACC-00140,Closed Won,19231.80,2025-09-26,Grant,FUND-410-CAPITAL
CE-OPP-00441,FY2025 Grant - 00441,CE-ACC-00141,Closed Won,28817.16,2025-09-20,Grant,FUND-100-GEN
CE-OPP-00442,FY2022 Grant - 00442,CE-ACC-00142,Closed Won,10839.01,2022-10-05,Grant,FUND-210-SCHOL
CE-OPP-00443,FY2024 Grant - 00443,CE-ACC-00143,Closed Won,20988.27,2024-02-05,Grant,FUND-320-BLUETECH
CE-OPP-00444,FY2023 Grant - 00444,CE-ACC-00144,Closed Won,18718.04,2023-12-22,Grant,FUND-410-CAPITAL
CE-OPP-00445,FY2023 Grant - 00445,CE-ACC-00145,Closed Won,27302.91,2023-01-02,Grant,FUND-100-GEN
CE-OPP-00446,FY2025 Grant - 00446,CE-ACC-00146,Closed Won,15849.53,2025-03-21,Grant,FUND-210-SCHOL
CE-OPP-00447,FY2025 Grant - 00447,CE-ACC-00147,Closed Won,32687.48,2025-01-23,Grant,FUND-320-BLUETECH
CE-OPP-00448,FY2022 Grant - 00448,CE-ACC-00148,Closed Won,5279.93,2022-06-03,Grant,FUND-410-CAPITAL
CE-OPP-00449,FY2024 Grant - 00449,CE-ACC-00149,Closed Won,12086.74,2024-03-28,Grant,FUND-100-GEN
CE-OPP-00450,FY2025 Grant - 00450,CE-ACC-00150,Closed Won,4417.72,2025-09-23,Grant,FUND-210-SCHOL
CE-OPP-00451,FY2024 Grant - 00451,CE-ACC-00151,Closed Won,63860.36,2024-01-15,Grant,FUND-320-BLUETECH
CE-OPP-00452,FY2023 Grant - 00452,CE-ACC-00152,Closed Won,39449.29,2023-02-10,Grant,FUND-410-CAPITAL
CE-OPP-00453,FY2025 Grant - 00453,CE-ACC-00153,Closed Won,30780.69,2025-12-24,Grant,FUND-100-GEN
CE-OPP-00454,FY2022 Grant - 00454,CE-ACC-00154,Awarded,13924.17,2022-08-27,Grant,FUND-210-SCHOL
CE-OPP-00455,FY2023 Grant - 00455,CE-ACC-00155,Closed Won,5766.90,2023-03-15,Grant,FUND-320-BLUETECH
CE-OPP-00456,FY2024 Grant - 00456,CE-ACC-00156,Prospecting,9508.73,2024-10-20,Grant,FUND-410-CAPITAL
CE-OPP-00457,FY2024 Grant - 00457,CE-ACC-00157,Closed Won,18255.50,2024-11-13,Grant,FUND-100-GEN
CE-OPP-00458,FY2025 Grant - 00458,CE-ACC-00158,Closed Won,4190.63,2025-01-26,Grant,FUND-210-SCHOL
CE-OPP-00459,FY2022 Grant - 00459,CE-ACC-00159,Closed Won,12287.58,2022-07-21,Grant,FUND-320-BLUETECH
CE-OPP-00460,FY2023 Grant - 00460,CE-ACC-00160,Closed Won,42437.30,2023-05-01,Grant,FUND-410-CAPITAL
CE-OPP-00461,FY2022 Grant - 00461,CE-ACC-00161,Closed Won,132185.55,2022-12-16,Grant,FUND-100-GEN
CE-OPP-00462,FY2024 Grant - 00462,CE-ACC-00162,Closed Won,35918.67,2024-02-28,Grant,FUND-210-SCHOL
CE-OPP-00463,FY2025 Grant - 00463,CE-ACC-00163,Prospecting,21047.75,2025-10-26,Grant,FUND-320-BLUETECH
CE-OPP-00464,FY2023 Grant - 00464,CE-ACC-00164,Closed Won,4294.85,2023-11-23,Grant,FUND-410-CAPITAL
CE-OPP-00465,FY2024 Grant - 00465,CE-ACC-00165,Awarded,6762.48,2024-07-23,Grant,FUND-100-GEN
CE-OPP-00466,FY2024 Grant - 00466,CE-ACC-00166,Closed Lost,57450.45,2024-06-10,Grant,FUND-210-SCHOL
CE-OPP-00467,FY2024 Grant - 00467,CE-ACC-00167,Awarded,28105.03,2024-10-25,Grant,FUND-320-BLUETECH
CE-OPP-00468,FY2023 Grant - 00468,CE-ACC-00168,Proposal Submitted,19238.90,2023-06-08,Grant,FUND-410-CAPITAL
CE-OPP-00469,FY2023 Grant - 00469,CE-ACC-00169,Closed Won,5202.31,2023-05-02,Grant,FUND-100-GEN
CE-OPP-00470,FY2023 Grant - 00470,CE-ACC-00170,Closed Won,30215.12,2023-10-28,Grant,FUND-210-SCHOL
CE-OPP-00471,FY2023 Grant - 00471,CE-ACC-00171,Awarded,13388.01,2023-10-07,Grant,FUND-320-BLUETECH
CE-OPP-00472,FY2022 Grant - 00472,CE-ACC-00172,Closed Won,22688.87,2022-11-21,Grant,FUND-410-CAPITAL
CE-OPP-00473,FY2022 Grant - 00473,CE-ACC-00173,Closed Won,11957.21,2022-12-18,Grant,FUND-100-GEN
CE-OPP-00474,FY2024 Grant - 00474,CE-ACC-00174,Closed Lost,40886.27,2024-12-26,Grant,FUND-210-SCHOL
CE-OPP-00475,FY2024 Grant - 00475,CE-ACC-00175,Closed Won,29034.79,2024-03-05,Grant,FUND-320-BLUETECH
CE-OPP-00476,FY2025 Grant - 00476,CE-ACC-00176,Closed Won,6041.22,2025-10-19,Grant,FUND-410-CAPITAL
CE-OPP-00477,FY2025 Grant - 00477,CE-ACC-00177,Closed Won,6599.29,2025-11-23,Grant,FUND-100-GEN
CE-OPP-00478,FY2023 Grant - 00478,CE-ACC-00178,Closed Lost,23973.92,2023-10-11,Grant,FUND-210-SCHOL
CE-OPP-00479,FY2025 Grant - 00479,CE-ACC-00179,Closed Won,18461.55,2025-12-26,Grant,FUND-320-BLUETECH
CE-OPP-00480,FY2022 Grant - 00480,CE-ACC-00180,Closed Lost,64446.63,2022-06-05,Grant,FUND-410-CAPITAL
CE-OPP-00481,FY2023 Grant - 00481,CE-ACC-00181,Closed Lost,10711.69,2023-06-15,Grant,FUND-100-GEN
CE-OPP-00482,FY2022 Grant - 00482,CE-ACC-00182,Closed Won,22748.52,2022-06-02,Grant,FUND-210-SCHOL
CE-OPP-00483,FY2023 Grant - 00483,CE-ACC-00183,Prospecting,8426.74,2023-08-16,Grant,FUND-320-BLUETECH
CE-OPP-00484,FY2024 Grant - 00484,CE-ACC-00184,Awarded,26705.37,2024-10-03,Grant,FUND-410-CAPITAL
CE-OPP-00485,FY2024 Grant - 00485,CE-ACC-00185,Closed Won,107597.11,2024-12-17,Grant,FUND-100-GEN
CE-OPP-00486,FY2022 Grant - 00486,CE-ACC-00186,Prospecting,19752.76,2022-06-01,Grant,FUND-210-SCHOL
CE-OPP-00487,FY2024 Grant - 00487,CE-ACC-00187,Closed Lost,14814.39,2024-11-12,Grant,FUND-320-BLUETECH
CE-OPP-00488,FY2024 Grant - 00488,CE-ACC-00188,Proposal Submitted,3446.95,2024-10-01,Grant,FUND-410-CAPITAL
CE-OPP-00489,FY2023 Grant - 00489,CE-ACC-00189,Closed Won,14289.64,2023-11-16,Grant,FUND-100-GEN
CE-OPP-00490,FY2022 Grant - 00490,CE-ACC-00190,Closed Won,28334.77,2022-12-08,Grant,FUND-210-SCHOL
CE-OPP-00491,FY2025 Grant - 00491,CE-ACC-00191,Closed Won,15741.44,2025-11-16,Grant,FUND-320-BLUETECH
CE-OPP-00492,FY2023 Grant - 00492,CE-ACC-00192,Closed Won,17661.93,2023-03-15,Grant,FUND-410-CAPITAL
CE-OPP-00493,FY2025 Grant - 00493,CE-ACC-00193,Awarded,17802.07,2025-12-04,Grant,FUND-100-GEN
CE-OPP-00494,FY2023 Grant - 00494,CE-ACC-00194,Closed Won,7578.96,2023-01-16,Grant,FUND-210-SCHOL
CE-OPP-00495,FY2022 Grant - 00495,CE-ACC-00195,Closed Won,59857.84,2022-10-02,Grant,FUND-320-BLUETECH
CE-OPP-00496,FY2023 Grant - 00496,CE-ACC-00196,Closed Won,22574.78,2023-02-12,Grant,FUND-410-CAPITAL
CE-OPP-00497,FY2023 Grant - 00497,CE-ACC-00197,Closed Lost,14967.89,2023-12-14,Grant,FUND-100-GEN
CE-OPP-00498,FY2023 Grant - 00498,CE-ACC-00198,Prospecting,5849.46,2023-12-22,Grant,FUND-210-SCHOL
CE-OPP-00499,FY2024 Grant - 00499,CE-ACC-00199,Closed Won,17640.67,2024-12-27,Grant,FUND-320-BLUETECH
CE-OPP-00500,FY2025 Grant - 00500,CE-ACC-00200,Closed Won,8143.69,2025-06-09,Grant,FUND-410-CAPITAL
CE-OPP-00501,FY2024 Grant - 00501,CE-ACC-00201,Closed Won,29553.66,2024-11-13,Grant,FUND-100-GEN
CE-OPP-00502,FY2024 Grant - 00502,CE-ACC-00202,Closed Won,5561.88,2024-11-19,Grant,FUND-210-SCHOL
CE-OPP-00503,FY2023 Grant - 00503,CE-ACC-00203,Closed Lost,27535.73,2023-09-06,Grant,FUND-320-BLUETECH
CE-OPP-00504,FY2022 Grant - 00504,CE-ACC-00204,Closed Won,17358.44,2022-11-16,Grant,FUND-410-CAPITAL
CE-OPP-00505,FY2023 Grant - 00505,CE-ACC-00205,Closed Won,18116.19,2023-11-18,Grant,FUND-100-GEN
CE-OPP-00506,FY2024 Grant - 00506,CE-ACC-00206,Closed Won,31353.48,2024-08-22,Grant,FUND-210-SCHOL
CE-OPP-00507,FY2025 Grant - 00507,CE-ACC-00207,Closed Won,8064.90,2025-04-05,Grant,FUND-320-BLUETECH
CE-OPP-00508,FY2023 Grant - 00508,CE-ACC-00208,Closed Won,15701.50,2023-12-20,Grant,FUND-410-CAPITAL
CE-OPP-00509,FY2022 Grant - 00509,CE-ACC-00209,Closed Won,15167.72,2022-11-05,Grant,FUND-100-GEN
CE-OPP-00510,FY2022 Grant - 00510,CE-ACC-00210,Closed Won,16771.11,2022-08-23,Grant,FUND-210-SCHOL
CE-OPP-00511,FY2025 Grant - 00511,CE-ACC-00211,Closed Won,5897.56,2025-12-02,Grant,FUND-320-BLUETECH
CE-OPP-00512,FY2023 Grant - 00512,CE-ACC-00212,Proposal Submitted,14304.96,2023-02-15,Grant,FUND-410-CAPITAL
CE-OPP-00513,FY2022 Grant - 00513,CE-ACC-00213,Closed Won,5631.65,2022-02-10,Grant,FUND-100-GEN
CE-OPP-00514,FY2023 Grant - 00514,CE-ACC-00214,Closed Won,34824.41,2023-11-08,Grant,FUND-210-SCHOL
CE-OPP-00515,FY2022 Grant - 00515,CE-ACC-00215,Closed Lost,9305.91,2022-04-14,Grant,FUND-320-BLUETECH
CE-OPP-00516,FY2024 Grant - 00516,CE-ACC-00216,Closed Won,22427.84,2024-06-20,Grant,FUND-410-CAPITAL
CE-OPP-00517,FY2023 Grant - 00517,CE-ACC-00217,Closed Won,6100.30,2023-07-24,Grant,FUND-100-GEN
CE-OPP-00518,FY2024 Grant - 00518,CE-ACC-00218,Closed Won,58333.42,2024-11-06,Grant,FUND-210-SCHOL
CE-OPP-00519,FY2024 Grant - 00519,CE-ACC-00219,Closed Lost,6239.06,2024-12-26,Grant,FUND-320-BLUETECH
CE-OPP-00520,FY2024 Grant - 00520,CE-ACC-00220,Closed Won,17871.39,2024-02-26,Grant,FUND-410-CAPITAL
CE-OPP-00521,FY2022 Grant - 00521,CE-ACC-00221,Closed Won,5697.99,2022-04-22,Grant,FUND-100-GEN
CE-OPP-00522,FY2022 Grant - 00522,CE-ACC-00222,Proposal Submitted,6761.10,2022-11-15,Grant,FUND-210-SCHOL
CE-OPP-00523,FY2023 Grant - 00523,CE-ACC-00223,Closed Lost,17603.31,2023-09-11,Grant,FUND-320-BLUETECH
CE-OPP-00524,FY2023 Grant - 00524,CE-ACC-00224,Closed Won,3910.98,2023-04-19,Grant,FUND-410-CAPITAL
CE-OPP-00525,FY2023 Grant - 00525,CE-ACC-00225,Closed Won,23771.54,2023-09-03,Grant,FUND-100-GEN
CE-OPP-00526,FY2025 Grant - 00526,CE-ACC-00226,Closed Won,21273.92,2025-11-06,Grant,FUND-210-SCHOL
CE-OPP-00527,FY2025 Grant - 00527,CE-ACC-00227,Closed Won,26074.11,2025-09-13,Grant,FUND-320-BLUETECH
CE-OPP-00528,FY2025 Grant - 00528,CE-ACC-00228,Closed Won,8188.52,2025-06-05,Grant,FUND-410-CAPITAL
CE-OPP-00529,FY2022 Grant - 00529,CE-ACC-00229,Closed Won,12106.02,2022-11-25,Grant,FUND-100-GEN
CE-OPP-00530,FY2024 Grant - 00530,CE-ACC-00230,Closed Lost,80134.90,2024-01-28,Grant,FUND-210-SCHOL
CE-OPP-00531,FY2024 Grant - 00531,CE-ACC-00231,Proposal Submitted,3256.76,2024-05-28,Grant,FUND-320-BLUETECH
CE-OPP-00532,FY2025 Grant - 00532,CE-ACC-00232,Closed Won,23272.14,2025-06-19,Grant,FUND-410-CAPITAL
CE-OPP-00533,FY2024 Grant - 00533,CE-ACC-00233,Closed Won,51793.60,2024-11-17,Grant,FUND-100-GEN
CE-OPP-00534,FY2023 Grant - 00534,CE-ACC-00234,Prospecting,26230.45,2023-07-19,Grant,FUND-210-SCHOL
CE-OPP-00535,FY2023 Grant - 00535,CE-ACC-00235,Closed Won,62914.07,2023-09-21,Grant,FUND-320-BLUETECH
CE-OPP-00536,FY2024 Grant - 00536,CE-ACC-00236,Proposal Submitted,82858.85,2024-09-15,Grant,FUND-410-CAPITAL
CE-OPP-00537,FY2023 Grant - 00537,CE-ACC-00237,Closed Won,12149.13,2023-09-21,Grant,FUND-100-GEN
CE-OPP-00538,FY2023 Grant - 00538,CE-ACC-00238,Closed Won,36235.22,2023-10-22,Grant,FUND-210-SCHOL
CE-OPP-00539,FY2025 Grant - 00539,CE-ACC-00239,Awarded,10461.86,2025-05-03,Grant,FUND-320-BLUETECH
CE-OPP-00540,FY2025 Grant - 00540,CE-ACC-00240,Closed Won,1541.02,2025-11-22,Grant,FUND-410-CAPITAL
CE-OPP-00541,FY2024 Grant - 00541,CE-ACC-00241,Closed Won,10096.03,2024-11-24,Grant,FUND-100-GEN
CE-OPP-00542,FY2022 Grant - 00542,CE-ACC-00242,Closed Lost,33394.85,2022-05-28,Grant,FUND-210-SCHOL
CE-OPP-00543,FY2023 Grant - 00543,CE-ACC-00243,Closed Lost,13895.56,2023-10-01,Grant,FUND-320-BLUETECH
CE-OPP-00544,FY2024 Grant - 00544,CE-ACC-00244,Closed Won,11134.98,2024-12-21,Grant,FUND-410-CAPITAL
CE-OPP-00545,FY2025 Grant - 00545,CE-ACC-00245,Proposal Submitted,19470.75,2025-10-02,Grant,FUND-100-GEN
CE-OPP-00546,FY2024 Grant - 00546,CE-ACC-00246,Closed Won,41146.57,2024-10-03,Grant,FUND-210-SCHOL
CE-OPP-00547,FY2024 Grant - 00547,CE-ACC-00247,Closed Won,6475.71,2024-01-28,Grant,FUND-320-BLUETECH
CE-OPP-00548,FY2023 Grant - 00548,CE-ACC-00248,Prospecting,21922.70,2023-12-26,Grant,FUND-410-CAPITAL
CE-OPP-00549,FY2025 Grant - 00549,CE-ACC-00249,Closed Lost,30433.28,2025-12-10,Grant,FUND-100-GEN
CE-OPP-00550,FY2022 Grant - 00550,CE-ACC-00250,Closed Won,10063.92,2022-02-01,Grant,FUND-210-SCHOL
CE-OPP-00551,FY2024 Grant - 00551,CE-ACC-00251,Closed Won,24016.44,2024-06-21,Grant,FUND-320-BLUETECH
CE-OPP-00552,FY2023 Grant - 00552,CE-ACC-00252,Proposal Submitted,8067.73,2023-12-27,Grant,FUND-410-CAPITAL
CE-OPP-00553,FY2024 Grant - 00553,CE-ACC-00253,Closed Won,15786.56,2024-09-10,Grant,FUND-100-GEN
CE-OPP-00554,FY2025 Grant - 00554,CE-ACC-00254,Closed Won,689.52,2025-06-24,Grant,FUND-210-SCHOL
CE-OPP-00555,FY2023 Grant - 00555,CE-ACC-00255,Closed Won,4094.94,2023-05-04,Grant,FUND-320-BLUETECH
CE-OPP-00556,FY2025 Grant - 00556,CE-ACC-00256,Closed Won,6778.62,2025-11-22,Grant,FUND-410-CAPITAL
CE-OPP-00557,FY2023 Grant - 00557,CE-ACC-00257,Closed Won,9768.92,2023-02-15,Grant,FUND-100-GEN
CE-OPP-00558,FY2025 Grant - 00558,CE-ACC-00258,Closed Lost,25778.20,2025-06-11,Grant,FUND-210-SCHOL
CE-OPP-00559,FY2025 Grant - 00559,CE-ACC-00259,Closed Lost,3189.32,2025-11-18,Grant,FUND-320-BLUETECH
CE-OPP-00560,FY2025 Grant - 00560,CE-ACC-00260,Awarded,78729.58,2025-03-01,Grant,FUND-410-CAPITAL
CE-OPP-00561,FY2022 Grant - 00561,CE-ACC-00261,Proposal Submitted,82414.13,2022-01-19,Grant,FUND-100-GEN
CE-OPP-00562,FY2024 Grant - 00562,CE-ACC-00262,Awarded,12238.84,2024-11-06,Grant,FUND-210-SCHOL
CE-OPP-00563,FY2024 Grant - 00563,CE-ACC-00263,Closed Won,9548.32,2024-10-11,Grant,FUND-320-BLUETECH
CE-OPP-00564,FY2022 Grant - 00564,CE-ACC-00264,Prospecting,5073.52,2022-03-18,Grant,FUND-410-CAPITAL
CE-OPP-00565,FY2025 Grant - 00565,CE-ACC-00265,Closed Lost,33251.43,2025-10-28,Grant,FUND-100-GEN
CE-OPP-00566,FY2023 Grant - 00566,CE-ACC-00266,Closed Lost,12273.76,2023-06-28,Grant,FUND-210-SCHOL
CE-OPP-00567,FY2024 Grant - 00567,CE-ACC-00267,Proposal Submitted,28612.24,2024-12-27,Grant,FUND-320-BLUETECH
CE-OPP-00568,FY2024 Grant - 00568,CE-ACC-00268,Closed Won,27389.65,2024-09-03,Grant,FUND-410-CAPITAL
CE-OPP-00569,FY2022 Grant - 00569,CE-ACC-00269,Closed Won,4439.26,2022-12-01,Grant,FUND-100-GEN
CE-OPP-00570,FY2022 Grant - 00570,CE-ACC-00270,Proposal Submitted,6340.85,2022-06-18,Grant,FUND-210-SCHOL
CE-OPP-00571,FY2024 Grant - 00571,CE-ACC-00271,Closed Won,11450.75,2024-11-10,Grant,FUND-320-BLUETECH
CE-OPP-00572,FY2025 Grant - 00572,CE-ACC-00272,Closed Won,3663.64,2025-01-27,Grant,FUND-410-CAPITAL
CE-OPP-00573,FY2023 Grant - 00573,CE-ACC-00273,Closed Won,7608.63,2023-05-15,Grant,FUND-100-GEN
CE-OPP-00574,FY2024 Grant - 00574,CE-ACC-00274,Closed Won,11216.55,2024-08-09,Grant,FUND-210-SCHOL
CE-OPP-00575,FY2022 Grant - 00575,CE-ACC-00275,Awarded,10473.67,2022-12-06,Grant,FUND-320-BLUETECH
CE-OPP-00576,FY2024 Grant - 00576,CE-ACC-00276,Prospecting,9415.34,2024-09-24,Grant,FUND-410-CAPITAL
CE-OPP-00577,FY2024 Grant - 00577,CE-ACC-00277,Prospecting,7626.78,2024-01-21,Grant,FUND-100-GEN
CE-OPP-00578,FY2024 Grant - 00578,CE-ACC-00278,Prospecting,11005.58,2024-12-18,Grant,FUND-210-SCHOL
CE-OPP-00579,FY2023 Grant - 00579,CE-ACC-00279,Closed Lost,14358.44,2023-12-02,Grant,FUND-320-BLUETECH
CE-OPP-00580,FY2024 Grant - 00580,CE-ACC-00280,Closed Won,7258.62,2024-01-08,Grant,FUND-410-CAPITAL
CE-OPP-00581,FY2024 Grant - 00581,CE-ACC-00281,Closed Won,8304.37,2024-04-17,Grant,FUND-100-GEN
CE-OPP-00582,FY2022 Grant - 00582,CE-ACC-00282,Proposal Submitted,33293.97,2022-06-26,Grant,FUND-210-SCHOL
CE-OPP-00583,FY2025 Grant - 00583,CE-ACC-00283,Awarded,2715.22,2025-11-26,Grant,FUND-320-BLUETECH
CE-OPP-00584,FY2024 Grant - 00584,CE-ACC-00284,Closed Won,5704.17,2024-12-20,Grant,FUND-410-CAPITAL
CE-OPP-00585,FY2022 Grant - 00585,CE-ACC-00285,Closed Won,10089.72,2022-10-07,Grant,FUND-100-GEN
CE-OPP-00586,FY2025 Grant - 00586,CE-ACC-00286,Closed Won,6715.42,2025-02-23,Grant,FUND-210-SCHOL
CE-OPP-00587,FY2024 Grant - 00587,CE-ACC-00287,Closed Won,22004.30,2024-05-06,Grant,FUND-320-BLUETECH
CE-OPP-00588,FY2024 Grant - 00588,CE-ACC-00288,Closed Won,118703.30,2024-04-18,Grant,FUND-410-CAPITAL
CE-OPP-00589,FY2022 Grant - 00589,CE-ACC-00289,Closed Won,23000.18,2022-01-01,Grant,FUND-100-GEN
CE-OPP-00590,FY2025 Grant - 00590,CE-ACC-00290,Closed Won,1748.43,2025-05-11,Grant,FUND-210-SCHOL
CE-OPP-00591,FY2023 Grant - 00591,CE-ACC-00291,Closed Lost,3818.80,2023-06-14,Grant,FUND-320-BLUETECH
CE-OPP-00592,FY2025 Grant - 00592,CE-ACC-00292,Closed Won,24539.62,2025-05-22,Grant,FUND-410-CAPITAL
CE-OPP-00593,FY2023 Grant - 00593,CE-ACC-00293,Closed Won,6940.97,2023-12-11,Grant,FUND-100-GEN
CE-OPP-00594,FY2024 Grant - 00594,CE-ACC-00294,Closed Won,14141.56,2024-12-12,Grant,FUND-210-SCHOL
CE-OPP-00595,FY2023 Grant - 00595,CE-ACC-00295,Closed Won,15964.68,2023-10-18,Grant,FUND-320-BLUETECH
CE-OPP-00596,FY2022 Grant - 00596,CE-ACC-00296,Closed Won,5224.79,2022-10-23,Grant,FUND-410-CAPITAL
CE-OPP-00597,FY2024 Grant - 00597,CE-ACC-00297,Proposal Submitted,21431.78,2024-06-10,Grant,FUND-100-GEN
CE-OPP-00598,FY2022 Grant - 00598,CE-ACC-00298,Closed Won,8611.29,2022-12-04,Grant,FUND-210-SCHOL
CE-OPP-00599,FY2025 Grant - 00599,CE-ACC-00299,Closed Won,8018.16,2025-03-14,Grant,FUND-320-BLUETECH
CE-OPP-00600,FY2023 Grant - 00600,CE-ACC-00300,Closed Won,20527.06,2023-03-17,Grant,FUND-410-CAPITAL
CE-OPP-00601,FY2023 Grant - 00601,CE-ACC-00001,Proposal Submitted,17789.14,2023-07-24,Grant,FUND-100-GEN
CE-OPP-00602,FY2023 Grant - 00602,CE-ACC-00002,Closed Won,2521.36,2023-04-02,Grant,FUND-210-SCHOL
CE-OPP-00603,FY2023 Grant - 00603,CE-ACC-00003,Prospecting,67494.84,2023-03-09,Grant,FUND-320-BLUETECH
CE-OPP-00604,FY2024 Grant - 00604,CE-ACC-00004,Awarded,11746.44,2024-08-28,Grant,FUND-410-CAPITAL
CE-OPP-00605,FY2024 Grant - 00605,CE-ACC-00005,Closed Won,15668.81,2024-12-06,Grant,FUND-100-GEN
CE-OPP-00606,FY2024 Grant - 00606,CE-ACC-00006,Closed Lost,4705.78,2024-06-14,Grant,FUND-210-SCHOL
CE-OPP-00607,FY2022 Grant - 00607,CE-ACC-00007,Closed Lost,18616.00,2022-11-15,Grant,FUND-320-BLUETECH
CE-OPP-00608,FY2023 Grant - 00608,CE-ACC-00008,Closed Won,3459.77,2023-10-18,Grant,FUND-410-CAPITAL
CE-OPP-00609,FY2023 Grant - 00609,CE-ACC-00009,Closed Won,14519.77,2023-07-28,Grant,FUND-100-GEN
CE-OPP-00610,FY2022 Grant - 00610,CE-ACC-00010,Closed Won,11340.69,2022-06-26,Grant,FUND-210-SCHOL
CE-OPP-00611,FY2023 Grant - 00611,CE-ACC-00011,Closed Won,25348.78,2023-12-05,Grant,FUND-320-BLUETECH
CE-OPP-00612,FY2023 Grant - 00612,CE-ACC-00012,Closed Lost,20202.93,2023-12-03,Grant,FUND-410-CAPITAL
CE-OPP-00613,FY2024 Grant - 00613,CE-ACC-00013,Proposal Submitted,37220.53,2024-12-09,Grant,FUND-100-GEN
CE-OPP-00614,FY2024 Grant - 00614,CE-ACC-00014,Closed Won,55792.89,2024-05-02,Grant,FUND-210-SCHOL
CE-OPP-00615,FY2023 Grant - 00615,CE-ACC-00015,Closed Lost,11575.45,2023-03-07,Grant,FUND-320-BLUETECH
CE-OPP-00616,FY2025 Grant - 00616,CE-ACC-00016,Proposal Submitted,21807.11,2025-10-09,Grant,FUND-410-CAPITAL
CE-OPP-00617,FY2022 Grant - 00617,CE-ACC-00017,Closed Won,28437.71,2022-11-26,Grant,FUND-100-GEN
CE-OPP-00618,FY2023 Grant - 00618,CE-ACC-00018,Closed Won,16068.55,2023-10-21,Grant,FUND-210-SCHOL
CE-OPP-00619,FY2024 Grant - 00619,CE-ACC-00019,Closed Won,31093.41,2024-09-19,Grant,FUND-320-BLUETECH
CE-OPP-00620,FY2025 Grant - 00620,CE-ACC-00020,Prospecting,16562.11,2025-03-04,Grant,FUND-410-CAPITAL
